Código,Nome,Repac./  Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,PU,Duration,% Reune,Indexador,Data
CSRNC0,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*),15/07/2029,"IPCA + 6,623%",7.1081,6.6961,6.9023,0.152,1104.197688,908.62,,IPCA +,2024-11-12
CTEE17,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,15/04/2025,"IPCA + 4,7%",6.4712,--,5.6812,2.2005,1418.167657,104,,IPCA +,2024-11-12
CTEE18,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,15/12/2029,"IPCA + 3,5%",7.0278,6.7339,6.8979,0.1372,1199.436289,935.4,0.05,IPCA +,2024-11-12
CTEE1B,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP (*),15/10/2031,"IPCA + 5,771%",7.1094,6.6589,6.9332,0.1324,1109.728296,1440.12,,IPCA +,2024-11-12
CTEE29,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,15/05/2044,"IPCA + 5,3%",7.221,6.941,7.1062,0.0613,1028.349848,1771.47,,IPCA +,2024-11-12
CTEE2B,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP (*),15/10/2039,"IPCA + 5,864%",7.1306,6.6604,6.8854,0.1183,1078.149824,2376.21,,IPCA +,2024-11-12
CTGE11,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL ELETROSUL  (*),15/11/2028,"IPCA + 3,75%",7.2006,6.7903,7.0349,0.1613,N/D,N/D,,IPCA +,2024-11-12
CTGE13,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL ELETROSUL (*) (**),15/09/2029,"IPCA + 5,3455%",7.3231,6.8623,7.0998,0.1072,1243.285188,1070.41,,IPCA +,2024-11-12
CTGE15,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL ELETROSUL (*),15/04/2031,"IPCA + 6,3423%",7.2619,6.9603,7.0875,0.1152,989.184009,1335.41,0.15,IPCA +,2024-11-12
CTNS14,ENERGISA TOCANTINS - DISTRIBUIDORA DE ENERGIA S.A,15/09/2025,"IPCA + 5,0797%",5.7593,5.3254,5.5099,0.1162,463.118494,205.95,,IPCA +,2024-11-12
CTRR11,CANTAREIRA TRANSMISSORA DE ENERGIA S/A,15/08/2032,"IPCA + 6,9094%",7.2253,6.8829,7.0312,0.3048,862.423459,845.03,,IPCA +,2024-11-12
CUTI11,CUTIA EMPREENDIMENTOS EÓLICOS S.A.,15/12/2031,"IPCA + 5,8813%",7.1612,6.8137,6.9543,0.1345,959.078764,839.87,0.35,IPCA +,2024-11-12
CXER12,COMPLEXO MORRINHOS ENERGIAS RENOVAVEIS S.A.,15/12/2027,"IPCA + 7,0602%",7.8116,7.5185,7.6518,0.1175,850.681961,394.7,,IPCA +,2024-11-12
DESK17,DESKTOP S/A (*),15/06/2031,"IPCA + 7,4408%",7.8884,7.5337,7.7136,0.0828,1026.206518,1138.07,0.35,IPCA +,2024-11-12
EBAS13,EMPRESA BAIANA DE AGUAS E SANEAMENTO SA (*),15/11/2035,"IPCA + 8,6%",7.9007,7.5079,7.7275,0.1296,1133.577865,1207.94,,IPCA +,2024-11-12
ECER12,CONCESSIONARIA ECOVIAS DO CERRADO S.A. (*),15/09/2027,"IPCA + 6,35%",7.166,6.7953,6.9474,0.2422,1114.490533,710,,IPCA +,2024-11-12
ECHP11,ECHOENERGIA PARTICIPACOES S/A (*),15/06/2030,"IPCA + 6,9%",7.2042,6.889,7.0065,0.1585,1277.961906,698.67,,IPCA +,2024-11-12
ECHP12,ECHOENERGIA PARTICIPACOES S/A (*),15/12/2030,"IPCA + 4,75%",7.1342,6.7681,6.9964,0.4045,1158.738553,638.81,,IPCA +,2024-11-12
ECHP22,ECHOENERGIA PARTICIPACOES S/A (*),15/01/2031,"IPCA + 4,75%",7.1541,6.7893,6.9909,0.1368,1158.819089,639.52,,IPCA +,2024-11-12
ECOV16,CONCESSIONÁRIA ECOVIAS DOS IMIGRANTES S/A (*),15/02/2033,"IPCA + 6,095%",7.1239,6.7927,6.9566,0.0912,997.861261,1384.26,,IPCA +,2024-11-12
ECPN11,CONCESSIONARIA PONTE RIO-NITEROI S.A. - ECOPONTE,15/10/2034,"IPCA + 4,4%",--,--,8.6395,0.0442,987.536841,1416.95,,IPCA +,2024-11-12
EDFT11,EDF OITI TRANSMISSORA S.A. (*),15/05/2049,"IPCA + 6,8209%",7.4226,6.9231,7.2077,0.0742,1023.197684,2175.82,,IPCA +,2024-11-12
EDPA11,EDP TRANSMISSAO ALIANCA SC S.A.,15/10/2028,"IPCA + 6,72%",7.8712,7.3419,7.4889,0.157,1264.085429,525.53,,IPCA +,2024-11-12
EDPT11,EDP TRANSMISSÃO S.A. (*) (**),15/05/2033,"IPCA + 7,0267%",7.1377,6.8066,7.0172,0.2752,1025.03818,925.34,0.1,IPCA +,2024-11-12
EDTE12,EDTE - EMPRESA DIAMANTINA DE TRANSMISSAO DE ENERGIA S.A. (*) (**),15/12/2028,"IPCA + 5,2939%",7.0667,6.6797,6.8812,0.1962,1248.907504,637.68,0.1,IPCA +,2024-11-12
EDVP14,ENERGISA SUL-SUDESTE - DISTRIBUICAO DE ENERGIA S.A,15/09/2025,"IPCA + 5,0797%",5.7792,5.2818,5.5212,0.119,463.077961,205.95,,IPCA +,2024-11-12
EDVP17,ENERGISA SUL-SUDESTE - DISTRIBUICAO DE ENERGIA S.A,15/01/2032,"IPCA + 6,0996%",7.2399,6.8161,7.0467,0.1358,1115.147594,1275.65,,IPCA +,2024-11-12
EEELA0,CPFL TRANSMISSAO S.A (*),15/10/2033,"IPCA + 6,1774%",7.107,6.792,6.9534,0.0494,1005.065701,1583.23,,IPCA +,2024-11-12
EEELA1,CPFL TRANSMISSAO S.A (*),15/04/2034,"IPCA + 6,0994%",7.1436,6.7998,6.9758,0.1673,969.365234,1662.18,,IPCA +,2024-11-12
EEELB1,CPFL TRANSMISSAO S.A (*),15/04/2039,"IPCA + 6,1572%",7.0374,6.68,6.864,0.0859,963.063455,2300.91,,IPCA +,2024-11-12
EGIE17,ENGIE BRASIL ENERGIA S.A.,15/07/2025,"IPCA + 5,6579%",5.2626,4.9286,5.0537,0.2057,712.061474,165,,IPCA +,2024-11-12
EGIE19,ENGIE BRASIL ENERGIA S.A.,15/07/2026,"IPCA + 3,7%",6.7136,6.3074,6.5506,0.2918,1322.089643,284.81,0.05,IPCA +,2024-11-12
EGIE27,ENGIE BRASIL ENERGIA S.A.,15/07/2028,"IPCA + 5,9033%",7.0551,6.5696,6.902,0.1734,1388.630442,597.23,,IPCA +,2024-11-12
EGIE29,ENGIE BRASIL ENERGIA S.A.,15/07/2029,"IPCA + 3,9%",7.104,6.7495,6.9543,0.1502,1236.35887,852.41,,IPCA +,2024-11-12
EGIE39,ENGIE BRASIL ENERGIA S.A.,15/07/2026,"IPCA + 3,6%",6.7379,6.2815,6.5476,0.2841,1320.722846,281.54,,IPCA +,2024-11-12
EGIE49,ENGIE BRASIL ENERGIA S.A.,15/07/2029,"IPCA + 3,7%",7.1164,6.8095,7.0073,0.1401,1226.395352,845.35,,IPCA +,2024-11-12
EGIEA0,ENGIE BRASIL ENERGIA S.A. (*),15/09/2046,"IPCA + 5,7158%",7.1609,6.7385,6.9801,0.0673,995.832519,2411.04,,IPCA +,2024-11-12
EGIEA1,ENGIE BRASIL ENERGIA S.A. (*),15/11/2033,"IPCA + 5,9325%",7.068,6.8282,6.9158,0.0626,1041.51516,1547.28,0.35,IPCA +,2024-11-12
EGIEB1,ENGIE BRASIL ENERGIA S.A. (*),15/11/2038,"IPCA + 6,0691%",7.2194,6.8393,6.9888,0.1599,1024.04309,2169.88,,IPCA +,2024-11-12
EGIEB2,ENGIE BRASIL ENERGIA S.A. (*),15/06/2034,"IPCA + 6,7766%",7.1228,6.8619,7.0008,0.0649,1024.650461,1654.05,0.1,IPCA +,2024-11-12
EGVG11,ENEL GREEN POWER VOLTA GRANDE S.A.,15/10/2029,"IPCA + 3,7%",7.0855,6.6554,6.8927,0.232,620.844625,674.85,,IPCA +,2024-11-12
EGVG21,ENEL GREEN POWER VOLTA GRANDE S.A.,15/10/2029,"IPCA + 3,7%",7.1131,6.632,6.8639,0.203,620.806551,681.71,,IPCA +,2024-11-12
EKTRB3,ELEKTRO REDES S.A. (*),15/04/2034,"IPCA + 6,2587%",7.4248,7.1011,7.3028,0.1482,960.939861,1649.86,,IPCA +,2024-11-12
EKTRC0,ELEKTRO REDES S.A. (*),15/10/2031,"IPCA + 5,7697%",7.2326,6.9231,7.0814,0.0817,1109.904212,1261.03,,IPCA +,2024-11-12
EKTRC1,ELEKTRO REDES S.A. (*) (**),15/07/2029,"IPCA + 6,623%",7.1002,6.7567,6.9091,0.1153,1103.944478,908.6,,IPCA +,2024-11-12
EKTT11,EKTT 9 SERV DE TRANS DE E E SPE S.A. (*),15/05/2038,"IPCA + 6,4217%",7.3813,7.0722,7.2476,0.0598,992.511868,1766.42,,IPCA +,2024-11-12
ELEK37,ELEKTRO REDES S.A.,15/05/2025,"IPCA + 5,9542%",4.8688,4.3348,4.581,0.2894,727.338354,119.46,,IPCA +,2024-11-12
ELET14,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*),15/09/2031,"IPCA + 6,317%",7.2344,6.9008,6.9941,0.1189,1029.638827,1227.53,0.5,IPCA +,2024-11-12
ELET23,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS,15/04/2031,"IPCA + 4,9126%",7.2814,6.8151,7.0494,0.1171,1110.230366,1378.83,,IPCA +,2024-11-12
ELET42,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS,15/05/2029,"IPCA + 5,1814%",7.1423,6.6897,6.9212,0.1717,1316.200844,783.15,,IPCA +,2024-11-12
ELPLA5,ELETROPAULO METROP. ELETRIC. DE S.P. S/A (*),15/04/2031,"IPCA + 4,26%",9.1443,7.5035,7.7457,0.2377,1060.026429,1200.78,,IPCA +,2024-11-12
ELPLA7,ELETROPAULO METROP. ELETRIC. DE S.P. S/A (*),15/04/2032,"IPCA + 6,1385%",7.7342,7.3145,7.6295,0.2232,1028.861642,1332.35,,IPCA +,2024-11-12
ELPLB4,ELETROPAULO METROP. ELETRIC. DE S.P. S/A,15/05/2026,"IPCA + 4,0134%",8.4421,7.563,7.7344,0.3706,1308.336761,359.95,0.35,IPCA +,2024-11-12
ELTN15,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE (*),15/04/2031,"IPCA + 6,3423%",7.2799,7.0049,7.1286,0.1165,987.17483,1335.08,,IPCA +,2024-11-12
ENAT11,ENAUTA PARTICIPACOES S.A. (*),15/12/2029,"IPCA + 9,8297%",7.7985,7.5443,7.6649,0.1698,1199.307759,704.14,,IPCA +,2024-11-12
ENAT12,ENAUTA PARTICIPACOES S.A. (*),17/09/2029,"IPCA + 7,1149%",8.3559,8.0352,8.2398,0.1134,1025.925592,843.47,,IPCA +,2024-11-12
ENAT13,ENAUTA PARTICIPACOES S.A. (*),15/06/2030,"IPCA + 8,0618%",8.3499,7.9747,8.1881,0.1978,1042.406877,1119.84,,IPCA +,2024-11-12
ENAT14,ENAUTA PARTICIPACOES S.A. (*),15/06/2030,"IPCA + 8,056%",8.3302,7.9887,8.161,0.2633,1042.001449,1121.18,,IPCA +,2024-11-12
ENAT24,ENAUTA PARTICIPACOES S.A. (*),15/06/2034,"IPCA + 8,2674%",8.5747,8.3009,8.3756,0.2175,1040.967982,1537.34,0.35,IPCA +,2024-11-12
ENAT33,ENAUTA PARTICIPACOES S.A. (*),15/06/2034,"IPCA + 8,262%",8.5208,7.9741,8.3862,0.2741,1041.326269,1535.86,,IPCA +,2024-11-12
ENERA1,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,15/02/2031,"IPCA + 6,1076%",7.2394,6.6157,7.0243,0.2447,1007.272317,1214.28,,IPCA +,2024-11-12
ENEV13,ENEVA S.A.,15/12/2027,"IPCA + 4,2259%",7.0949,6.6312,6.8797,0.2974,1292.180886,489.42,,IPCA +,2024-11-12
ENEV15,ENEVA S.A.,15/06/2030,"IPCA + 5,5%",7.1848,6.8457,7.0117,0.1837,1277.939074,998.05,,IPCA +,2024-11-12
ENEV16,ENEVA S.A.,15/09/2030,"IPCA + 4,127%",7.3035,7.047,7.1707,0.139,1161.995777,1089.33,,IPCA +,2024-11-12
ENEV18,ENEVA S.A. (*),15/07/2032,"IPCA + 6,5254%",7.3084,7.035,7.1889,0.1214,1077.924603,1344.04,,IPCA +,2024-11-12
ENEV19,ENEVA S.A. (*),15/09/2032,"IPCA + 6,9%",7.3354,7.0608,7.1903,0.1075,1097.377236,1377.36,,IPCA +,2024-11-12
ENEV26,ENEVA S.A.,15/09/2035,"IPCA + 4,5034%",7.4423,7.1112,7.3425,0.1654,1067.995293,1943.15,0.1,IPCA +,2024-11-12
ENEV28,ENEVA S.A. (*),15/07/2037,"IPCA + 6,5891%",7.446,7.1662,7.3277,0.0987,1054.095964,2020.22,,IPCA +,2024-11-12
ENEV29,ENEVA S.A. (*),15/09/2037,IPCA + 7%,7.4442,7.1523,7.3188,0.0941,1087.3523,2040.89,,IPCA +,2024-11-12
ENEV32,ENEVA S.A.,15/05/2029,"IPCA + 5,05%",7.1845,6.8839,7.0675,0.2053,1303.779659,784.35,,IPCA +,2024-11-12
ENEV39,ENEVA S.A. (*),15/09/2042,"IPCA + 7,15%",7.5444,7.1507,7.3609,0.0995,1091.98234,2572.19,,IPCA +,2024-11-12
ENEVA0,ENEVA S.A. (*),15/04/2034,"IPCA + 6,5643%",7.3865,7.0969,7.2318,0.0718,984.663936,1638.68,,IPCA +,2024-11-12
ENEVB0,ENEVA S.A. (*),15/04/2039,"IPCA + 6,6737%",7.29,7.0069,7.1345,0.0848,986.76184,2250.71,,IPCA +,2024-11-12
ENGI39,ENERGISA S/A,15/10/2027,"IPCA + 5,1074%",7.2066,6.6793,6.9383,0.1708,1381.66394,694.37,,IPCA +,2024-11-12
ENGIA1,ENERGISA S/A,15/04/2026,"IPCA + 4,6249%",7.0037,6.4507,6.757,0.213,1352.351111,343.64,,IPCA +,2024-11-12
ENGIA4,ENERGISA S/A,15/10/2027,"IPCA + 4,2297%",7.1862,6.754,6.9722,0.2197,1214.212372,692.11,,IPCA +,2024-11-12
ENGIA5,ENERGISA S/A,15/10/2031,"IPCA + 6,0872%",7.2033,6.9044,7.0525,0.1284,1128.896832,1253.35,,IPCA +,2024-11-12
ENGIA6,ENERGISA S/A,15/04/2029,"IPCA + 6,1566%",7.178,6.8477,6.9889,0.1421,1082.881489,775.76,0.05,IPCA +,2024-11-12
ENGIA9,ENERGISA S/A,15/09/2030,"IPCA + 6,1666%",7.2464,6.6854,6.974,0.1661,1023.323417,1145.03,,IPCA +,2024-11-12
ENGIB0,ENERGISA S/A,15/04/2031,"IPCA + 6,1581%",7.2891,6.9218,7.1243,0.1251,977.4653,1340.3,,IPCA +,2024-11-12
ENGIB4,ENERGISA S/A,15/10/2030,"IPCA + 4,4744%",7.2524,6.8862,7.0719,0.0938,1170.814195,1102.61,,IPCA +,2024-11-12
ENGIB6,ENERGISA S/A,15/04/2032,"IPCA + 6,277%",7.2235,6.9081,7.0386,0.1322,1068.118368,1333.82,,IPCA +,2024-11-12
ENGIB9,ENERGISA S/A,15/09/2033,"IPCA + 6,4526%",7.268,6.9541,7.0766,0.0928,1022.171324,1549.82,,IPCA +,2024-11-12
ENGIC0,ENERGISA S/A,15/04/2039,"IPCA + 6,4045%",7.3247,6.9982,7.1545,0.098,962.67193,2268.11,,IPCA +,2024-11-12
ENJG21,COMPANHIA ENERGÉTICA JAGUARA,15/06/2027,"IPCA + 6,4962%",6.9804,6.3801,6.6704,0.3785,916.139742,312.71,,IPCA +,2024-11-12
ENMI21,COMPANHIA ENERGÉTICA MIRANDA,15/06/2027,"IPCA + 6,4962%",6.9053,6.4113,6.7509,0.363,1008.795531,321.61,,IPCA +,2024-11-12
ENMTA3,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/10/2027,"IPCA + 4,2297%",7.1745,6.5297,6.9087,0.1559,1216.19422,692.15,,IPCA +,2024-11-12
ENMTA4,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/10/2031,"IPCA + 6,0872%",7.2316,6.9207,7.0633,0.0648,1128.330581,1253.27,,IPCA +,2024-11-12
ENMTA5,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/04/2029,"IPCA + 6,1566%",7.1698,6.8831,6.9644,0.1265,1083.645255,775.83,,IPCA +,2024-11-12
ENMTA7,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/02/2031,"IPCA + 6,1076%",7.2318,6.9195,7.1104,0.081,1003.377659,1213.7,,IPCA +,2024-11-12
ENMTB3,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/10/2030,"IPCA + 4,4744%",7.2045,6.6945,6.9735,0.2091,1175.534716,1103.04,,IPCA +,2024-11-12
ENMTB5,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/04/2032,"IPCA + 6,277%",7.2214,6.9623,7.0966,0.1127,1065.060775,1333.3,0.05,IPCA +,2024-11-12
ENSEA1,ENERGISA SERGIPE - DIST.DE ENERGIA S/A,15/07/2027,"IPCA + 5,736%",7.2101,6.7039,6.9526,0.1718,1133.090864,616.33,,IPCA +,2024-11-12
ENTV12,ENTREVIAS CONCESSIONARIA DE RODOVIAS S.A (*) (**),15/12/2030,"IPCA + 7,75%",7.4165,7.0937,7.2451,0.1068,1384.765551,882.63,0.1,IPCA +,2024-11-12
EQMAA0,EQUATORIAL MARANHAO DISTRIBUIDORA DE ENERGIA S.A (*),15/12/2031,"IPCA + 6,3%",7.3188,7.0384,7.1488,0.1762,1028.026521,1249.21,,IPCA +,2024-11-12
EQSP11,EQUATORIAL TRANSMISSORA 3 SPE S.A.,15/01/2033,"IPCA + 4,8%",7.369,7.082,7.184,0.1767,1095.872702,958.27,,IPCA +,2024-11-12
EQSP21,EQUATORIAL TRANSMISSORA 3 SPE S.A.,15/01/2034,"IPCA + 4,65%",7.2104,6.8424,7.0392,0.2242,1071.165421,957.87,,IPCA +,2024-11-12
EQTC11,EQUATORIAL TRANSMISSORA 5 SPE S.A.,15/04/2039,"IPCA + 4,85%",7.7369,7.4041,7.5404,0.0321,1111.212922,1763.62,,IPCA +,2024-11-12
EQTN11,EQUATORIAL TRANSMISSORA 2 SPE S/A,15/01/2033,"IPCA + 4,85%",7.3953,7.0768,7.1958,0.0656,1155.658293,900.43,,IPCA +,2024-11-12
EQTR11,EQUATORIAL TRANSMISSORA 8 SPE S.A.,15/04/2039,"IPCA + 4,85%",7.6298,7.266,7.492,0.0497,1114.721361,1765.69,,IPCA +,2024-11-12
EQTR21,EQUATORIAL TRANSMISSORA 8 SPE S.A.,15/04/2039,"IPCA + 4,85%",7.6739,7.2615,7.5017,0.0434,1114.016882,1765.28,,IPCA +,2024-11-12
EQTS11,EQUATORIAL TRANSMISSORA 1 SPE S.A,15/01/2033,"IPCA + 4,85%",7.3821,7.0516,7.1792,0.0684,1131.994494,922.58,,IPCA +,2024-11-12
EQUA11,EQUATORIAL TRANSMISSAO S.A (*),15/03/2036,"IPCA + 4,9173%",7.2784,6.9819,7.0956,0.1624,1135.91965,1169.56,,IPCA +,2024-11-12
ERDV17,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A,15/06/2025,"IPCA + 7,4438%",6.4928,5.4808,6.3016,0.1557,726.178469,145,,IPCA +,2024-11-12
ERDV36,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A,15/11/2024,IPCA + 6%,--,--,6.6756,0.6234,761.175079,3,,IPCA +,2024-11-12
ERDV38,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A,15/04/2026,"IPCA + 5,5031%",--,--,6.2601,0.0755,1384.628106,222.48,,IPCA +,2024-11-12
ERDVA4,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),15/06/2031,"IPCA + 6,8233%",7.3844,7.0034,7.2,0.1248,1021.143155,1320.85,,IPCA +,2024-11-12
ERDVB4,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),15/06/2034,"IPCA + 7,1117%",7.499,7.1693,7.3028,0.1019,1029.499143,1604.8,,IPCA +,2024-11-12
ERDVC3,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),15/10/2033,"IPCA + 6,8285%",7.5156,7.0558,7.3782,0.3835,1020.287387,1552.83,,IPCA +,2024-11-12
ERDVC4,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),15/06/2039,"IPCA + 7,3108%",7.6917,7.2809,7.4065,0.1216,1034.053768,2164.46,0.45,IPCA +,2024-11-12
ESAM14,EMPRESA DE ENERGIA SÃO MANOEL S/A,15/06/2033,"IPCA + 7,3129%",7.2508,6.8896,7.1057,0.2839,906.086927,934.56,,IPCA +,2024-11-12
ESULA1,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,15/09/2025,"IPCA + 5,0797%",5.5954,5.1488,5.2529,0.3544,464.042509,205.96,,IPCA +,2024-11-12
ESULA6,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,15/10/2031,"IPCA + 6,0872%",7.255,6.9752,7.1006,0.1531,1126.377814,1252.99,,IPCA +,2024-11-12
ETAP22,ETAP EMPRESA TRANSMISSORA AGRESTE POTIGUAR S.A. (*) (**),15/09/2025,"IPCA + 6,1675%",5.6364,5.1527,5.2542,0.3328,706.662718,205.35,0.1,IPCA +,2024-11-12
ETBA12,ETB - EMPRESA DE TRANSMISSAO BAIANA S.A. (*) (**),15/02/2029,"IPCA + 5,3382%",7.1968,6.7576,6.9556,0.1538,1230.186852,730.31,0.1,IPCA +,2024-11-12
ETEN11,ENERGISA TRANSMISSAO DE ENERGIA S.A,15/12/2025,"IPCA + 4,9238%",5.9406,5.2192,5.4296,0.5514,1400.911976,264.01,,IPCA +,2024-11-12
ETEN12,ENERGISA TRANSMISSAO DE ENERGIA S.A,15/10/2027,"IPCA + 4,2297%",7.2186,7.096,7.1388,0.1216,1209.034181,692.01,,IPCA +,2024-11-12
ETEN21,ENERGISA TRANSMISSAO DE ENERGIA S.A,15/12/2028,"IPCA + 5,141%",7.1761,6.5358,6.8936,0.1677,1345.584868,702.13,,IPCA +,2024-11-12
ETEN22,ENERGISA TRANSMISSAO DE ENERGIA S.A,15/10/2030,"IPCA + 4,4744%",7.2188,6.849,7.0515,0.1426,1171.790776,1102.7,,IPCA +,2024-11-12
ETEN31,ENERGISA TRANSMISSAO DE ENERGIA S.A,15/12/2025,"IPCA + 4,9761%",5.8691,5.1595,5.4234,0.3658,1436.001468,261.05,0.1,IPCA +,2024-11-12
ETSP12,EQUATORIAL TRANSMISSORA 7 SPE S.A.,15/04/2039,"IPCA + 4,85%",7.8357,7.3169,7.5778,0.1075,1108.513314,1762.01,,IPCA +,2024-11-12
EUBE11,ENGIE SOLUCOES CIDADES INTELIGENTES E INFRAESTRUTURA DE UBERLANDIA S.A (*),15/01/2034,"IPCA + 6,4449%",7.1052,6.7641,6.9076,0.1171,951.570666,1025.92,,IPCA +,2024-11-12
EXTZ11,EXTREMOZ TRANSMISSORA DO NORDESTE ETN S.A. (*) (**),15/01/2029,"IPCA + 7,0291%",7.1708,6.6565,6.9055,0.253,760.967728,585.09,,IPCA +,2024-11-12
FBRI13,FIBRASIL INFRAESTRUTURA FIBRA OTICA S.A. (*),15/04/2034,"IPCA + 7,3609%",7.8795,7.6726,7.7362,0.1848,1005.644571,1447.02,,IPCA +,2024-11-12
FGEN13,FERREIRA GOMES ENERGIA S/A,15/12/2027,"IPCA + 6,4686%",6.9693,6.5771,6.7831,0.2472,1091.072868,367.17,,IPCA +,2024-11-12
FLCLA0,ENERGISA M.GERAIS DITRIB.DE ENERGIA S/A,15/09/2025,"IPCA + 5,0797%",5.5526,5.0816,5.1564,0.2538,464.390525,205.96,,IPCA +,2024-11-12
FRAG14,FERRARI AGROINDUSTRIA S/A (*),15/06/2031,"IPCA + 7,53%",8.0968,7.5876,7.8814,0.0975,1027.690694,1213.62,,IPCA +,2024-11-12
FURN21,FURNAS CENTRAIS ELETRICAS S/A,15/11/2029,"IPCA + 4,08%",7.1789,6.802,6.9797,0.1399,1240.497257,738.38,,IPCA +,2024-11-12
GASC15,RUMO MALHA PAULISTA S/A (*) (**),15/03/2034,"IPCA + 5,797%",7.1088,6.8078,6.9507,0.0861,956.330426,1805.98,,IPCA +,2024-11-12
GASC16,RUMO MALHA PAULISTA S/A (*),15/06/2034,"IPCA + 6,4186%",7.099,6.8756,6.9921,0.0928,1000.50233,1781.12,0.05,IPCA +,2024-11-12
GASC17,RUMO MALHA PAULISTA S/A (*),15/08/2036,"IPCA + 6,047%",7.1278,6.8364,6.9932,0.0761,950.376945,2036.89,0.4,IPCA +,2024-11-12
GASC22,RUMO MALHA PAULISTA S/A (*),15/06/2031,"IPCA + 4,52%",7.0918,6.6489,6.8588,0.2285,1132.535762,1210.88,,IPCA +,2024-11-12
GASC23,RUMO MALHA PAULISTA S/A (*),15/10/2033,"IPCA + 5,7283%",7.1731,6.8975,7.0279,0.1526,1087.067023,1757.18,0.35,IPCA +,2024-11-12
GASC25,RUMO MALHA PAULISTA S/A (*) (**),15/03/2039,"IPCA + 5,9284%",7.0855,6.8153,6.9456,0.0814,947.318185,2292.41,0.1,IPCA +,2024-11-12
GASC26,RUMO MALHA PAULISTA S/A (*),15/06/2039,"IPCA + 6,5318%",7.132,6.8419,6.9642,0.0865,1002.869727,2239.61,,IPCA +,2024-11-12
GASC27,RUMO MALHA PAULISTA S/A (*),15/08/2036,"IPCA + 6,047%",--,--,7.0346,0.0313,947.410806,2035.44,0.1,IPCA +,2024-11-12
GASP19,COMPANHIA DE GAS DE SÃO PAULO - COMGAS,15/08/2031,"IPCA + 5,1216%",7.072,6.6681,6.9546,0.0733,1115.3735,1236.42,,IPCA +,2024-11-12
GASP29,COMPANHIA DE GAS DE SÃO PAULO - COMGAS,15/08/2036,"IPCA + 5,2164%",7.3146,6.9188,7.2008,0.1754,1043.948744,2014.62,,IPCA +,2024-11-12
GASP34,COMPANHIA DE GAS DE SÃO PAULO - COMGAS,15/12/2025,"IPCA + 7,357%",5.1573,4.6008,4.8055,0.14,1135.791278,140.39,,IPCA +,2024-11-12
GBSP11,GBS PARTICIPACOES S.A. (*),15/03/2044,"IPCA + 7,2731%",7.7217,7.3836,7.6103,0.218,1077.877744,2058.63,,IPCA +,2024-11-12
GEPA28,RIO PARANAPANEMA ENERGIA S/A (*) (**),15/03/2025,"IPCA + 5,5%",7.4377,--,6.4416,2.3383,733.572866,83,,IPCA +,2024-11-12
GRRB24,AGUAS GUARIROBA S/A (*) (**),15/07/2029,"IPCA + 4,4%",9.3218,8.9709,9.024,0.2126,11872.337612,819.75,,IPCA +,2024-11-12
GSTS14,AGUAS DE TERESINA SANEAMENTO SPE S.A. (*),15/05/2032,"IPCA + 6,5163%",7.4771,7.1947,7.2996,0.0855,1092.306184,1301.12,,IPCA +,2024-11-12
